,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,
1903,Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,2013-01-01,GBUM71301823,2586,27.8,1256488099,158078,59355964,80,721653474,5562953,301881,104232046,881937736,1185793007,85,7063,38,53,345045,38,437188269,353499,1084712,6185418,0,
1904,Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,GBUM71903894,4496,19.6,680707791,87833,27581024,74,48297331,611115,43653,21000926,184535006,,43,49001,8,26,90526,5,74241424,20646,,4213597,1,
1905,Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,2022-04-05,GBUM72206500,2613,27.6,68235585,10765,7466559,59,444569952,2796117,671,220759,1468789,1411876789,1,173,,1,27653,8,74530,127,,33174,0,
1909,Ojos Marrones,Ojos Marrones,Lasso,2022-03-06,MXUM72200528,2690,27.2,370988405,33800,12228512,68,69184223,532555,856300,142179351,1614554007,80243,23,50826,392,9,88374,36,332657,2595,,1087892,0,
1911,Big Energy,Big Energy - Single,Latto,2021-09-24,USRC12102454,758,55.7,324162855,53099,32807694,61,60970543,695638,247053,95081920,994551093,1214970,66,697459,3758,22,822207,42,104995029,62461,,5969740,1,
1916,You Say,You Say,Lauren Daigle,2018-07-13,US8391800158,2033,32,542480898,81834,23568889,68,435065136,3809205,236600,53371812,401544074,45869358,96,125323,66,28,129538,46,239193666,181681,,10103507,0,
1917,Flowers,Flowers,Lauren Spencer Smith,2022-04-14,USUG12202201,4000,21.3,260183209,36176,9276256,65,64169463,486007,106827,32754226,295540554,2547376419,31,15877,62,12,298664,15,12043516,18797,5221070,626257,1,
1918,Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,2022-05-01,TCAFY2118876,1783,34.5,437029775,71202,18194896,67,60320365,602827,52700,31427513,261236772,2169985836,59,167522,927,43,616800,31,38926392,27268,,2895512,0,
1919,Vida Gangster,Vida Gangster,Lauty Gram,2022-08-12,QZW9M2268068,1358,40.2,105604106,20571,4824421,56,161745200,938841,1776600,145856351,1721191403,774814,,178,,3,3434,1,,,,329440,1,
1920,Uff Mi Amor,Uff Mi Amor,Lauty Gram,2022-12-27,QZW9N2239197,4297,20.3,18611163,6073,830091,45,59202833,551627,1100000,87867033,1032933643,,1,52,19,,,,9343,,,199485,0,
1921,I Like Me Better,I Like Me Better,Lauv,2017-05-19,GBWWP1702907,1152,44.2,1784308411,157818,34910721,75,837720618,7077307,573681,117065490,886160801,145737544,92,225675,241,34,251654,24,334762962,97867,,7684583,0,
1922,i'm so tired...,i'm so tired...,Lauv,2019-01-24,GBKPL1933763,4260,20.4,885986482,82322,17357820,66,221704345,2249771,17847,8977069,39158457,243204799,76,46352,71,34,780991,17,31530526,19559,5865868,2767586,0,
1926,FEARLESS,FEARLESS,LE SSERAFIM,2022-02-05,USA2P2219222,2328,29.6,312942305,20231,4756698,62,386459691,4716534,107047,152757714,1245609565,62900174,19,2852,218,3,2892,19,,,,,0,
1927,ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,2022-10-17,USA2P2230329,1704,35.4,458713465,29686,8500191,70,263768312,4141652,208042,281057311,1964836293,180066740,23,2779,128,4,32620,25,959380,1848,,575592,0,
1932,Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,QMAF31500062,3841,21.8,595564275,93643,10186393,70,529533138,5465670,242500,29092577,304569731,82405791,5,115,,6,48476,22,32188584,88806,,1393802,0,
1934,10 Things I Hate About You,10 Things I Hate About You,Leah Kate,2022-03-23,QZES62254244,2496,28.4,238502829,38595,7419495,4,26154092,390129,1569194,185586256,2205444414,3453749,17,33938,760,8,66599,7,23587662,15146,,692500,1,
1935,One Of Them Girls,One Of Them Girls,Lee Brice,2020-10-04,USCRB1900135,1728,35.1,382466683,51259,13516221,67,187677909,917156,261782,22973089,187911533,509177286,,334453,182,6,3740,18,327029805,63395,3039327,,0,
1936,ONLY,ONLY,LeeHi,2021-08-27,KRC712100039,3724,22.2,335212411,50340,7777287,71,154369917,1963254,411400,224149612,1513137827,5539129,8,3885,8,1,1895,,260052,1206,,959210,0,
1937,Se Te Nota (with Guaynaa),Se Te Nota (with Guaynaa),Lele Pons,2020-02-09,USUM72016220,1756,34.8,437956158,52166,18095179,62,536897289,3802052,1700000,122204815,1108855948,265176894,62,21532,,21,124707,19,15039693,4470,,1265186,0,
1938,Zona De Perigo,Zona De Perigo,Leo Santana,2022-08-12,BRUM72202246,1764,34.7,182793453,18476,8152728,61,202826223,1281118,1000000,129460794,1821638330,29439094,15,1965,,31,315631,14,76819,,,,0,
1939,Creeper Star,Creeper Star,Leo Walrus,2022-11-29,GX8MK2200002,1915,33.1,,28,283,2,445360465,369291,1,25,541,,,12,,,,,,,,,0,
1940,Bruises,Bruises,Lewis Capaldi,2017-03-31,GBKPL1778698,3570,22.7,1135588382,132498,38683695,73,375823933,3028107,119383,13112648,120059618,14015244,69,30368,,33,92939,9,59654253,65711,,2299610,0,
1941,Someone You Loved,Breach,Lewis Capaldi,2018-08-11,DEUM71807062,133,129.7,3427498835,338763,160553919,82,2153701892,20891433,1940473,212007614,2161032034,2333853734,408,600211,381,502,4834088,110,427212257,357540,,29266297,0,
1942,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-03-05,DEUM71900680,2790,26.6,793528511,99106,36201454,70,318332999,2522360,191871,22545934,140058016,195,46,68500,98,22,48891,11,76501913,40602,,3493866,0,
1943,Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,2019-05-17,DEUM71905868,611,61.3,1920784716,211573,106250249,77,814045992,8072383,912147,104538556,1042158771,614489930,203,1048,68,62,378234,33,198714579,117124,,12280979,0,
1944,Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,2020-01-24,DEUM72000017,4120,20.9,52223414,4281,4580882,55,,,3360,1029619,13055824,,6,736661,,9,31545,,2751360,4551,,145876,0,
1945,Pointless,Pointless,Lewis Capaldi,2022-02-12,DEUM72203211,3051,25.1,146341441,27011,7389277,63,21962893,244265,27380,38924116,358616039,35028103,44,136669,8,15,512128,19,4386225,545,,1124452,0,
1946,Forget Me,Forget Me,Lewis Capaldi,2022-09-09,DEUM72204717,465,71.4,343556188,53783,14916823,69,78559130,611379,30806,18533179,268283723,350881548,76,641638,220,25,1291476,39,36438448,3704,,3723951,0,
1948,Afraid To Feel,Afraid To Feel,LF SYSTEM,2022-02-05,GBAHT2200492,656,59.3,355203657,146218,60783514,74,46743730,381567,201874,142211766,1767047572,746547494,112,113950,369,55,1570302,35,69412,1389,12813061,3424307,0,
1949,Strip That Down (feat. Quavo),Strip That Down,Liam Payne,2017-05-18,GBUM71701628,2560,28,1000549809,86051,18285158,63,503776997,5263027,348584,29551464,181309829,14264191,99,53738,101,38,236519,19,320956633,141834,,7058362,0,
1951,People,People - Single,Libianca,2022-05-12,QZTB52268087,141,127.8,631955547,121823,45030006,74,305998382,2647341,3168854,243797561,3233505931,704906130,145,122781,202,74,1217657,54,9017480,11289,8026553,6121126,1,
1953,Freestyle,Too Hard,Lil Baby,2017-01-12,QZ4JX1760834,1735,35,706489684,169855,37807345,75,755884858,3716581,33905,16142417,109113917,250831157,83,797,40,14,258389,10,145578693,81846,,2193924,1,
1954,Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,2018-04-10,USUG11801853,2267,30,428009373,99524,11666867,65,503301861,3383825,47897,7172209,46571795,76955731,27,47467,86,4,26549,7,193294414,159045,,2437123,1,
1955,Yes Indeed,Yes Indeed,Lil Baby,2018-05-15,USUM71806749,1112,45.1,1110994645,186456,41273853,74,143629586,1388832,38775,25188899,194904663,38496063,85,67860,186,16,35032,44,425125110,171069,54088502,3561319,1,
1956,Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,USUG11802285,928,50,652559944,170734,17463888,74,317320682,2195610,13434,7576223,62837382,7241389,21,36,1,8,35919,6,133082789,60741,97169903,1456448,1,
1957,Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,2018-12-09,USUG11801811,252,97.5,1486929795,266128,52476635,76,637733433,4719266,618523,58332458,523849646,34010447,147,52910,581,48,263627,13,296071712,214953,221209258,4911610,1,
1958,Woah,Woah,Lil Baby,2019-08-11,USUG11902877,1851,33.8,420627588,104460,14977024,60,448194116,3160800,203312,26617282,225572938,9769097,76,80703,212,17,114900,25,141082301,75459,,1977941,1,
1959,We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-02-28,USUG12000092,1353,40.3,417634388,128536,20047619,68,507681327,3069325,122679,24869947,174604275,20898684,73,93187,70,10,68910,9,128483847,72446,,1966892,1,
1960,Emotionally Scarred,My Turn,Lil Baby,2020-02-28,USUG12000034,2261,30.1,289652584,93481,10151445,63,310518713,1797173,33861,6143414,40742074,10809869,35,82296,123,3,30366,14,158335863,49964,,2007348,1,
1961,The Bigger Picture,My Turn (Deluxe),Lil Baby,2020-02-28,USUG12001660,3120,24.7,254130819,82768,12570826,56,268797796,3273095,39383,14872630,106366054,3550397,54,66416,95,11,43042,34,93937303,37538,,1388736,1,
1962,Low Down,My Turn (Deluxe),Lil Baby,2020-02-28,USUG12000088,3191,24.4,241293946,87019,13919499,70,54454355,416677,22428,10288605,80675570,,29,,,3,292033,,57295689,12251,28554045,1370229,1,
1963,Heatin Up (feat. Gunna),My Turn,Lil Baby,2020-02-28,USUG12000045,4122,20.9,198573138,71523,11208233,61,63795996,496579,134785,27420940,279168145,6268640,25,855,,2,54,2,65628419,6801,23718086,451842,1,
1964,Grace (feat. 42 Dugg),My Turn,Lil Baby,2020-02-28,USUG12000043,4571,19.4,189972685,72066,6704802,65,201027333,1081402,7596,5288677,36849005,29253152,19,204,,1,74,6,84426740,28999,,1135998,1,
1965,On Me,On Me,Lil Baby,2020-04-12,USUG12004399,788,54.7,368017246,105732,15129396,67,227182263,1554044,163221,22024839,198936453,37367982,57,178634,372,9,32400,6,141610948,45141,53891709,1728476,1,
1966,Sum 2 Prove,Sum 2 Prove,Lil Baby,2020-10-01,USUG11902886,807,54,444934033,141088,17349295,66,411628542,2868681,191154,26909802,238372502,7285479,63,65318,37,14,145275,6,124269386,38557,68048035,1925871,1,
1967,In A Minute,In A Minute,Lil Baby,2022-07-04,USUG12200033,879,51.4,171118535,81407,13177118,57,238335324,1764954,75540,21092926,191118526,360805538,52,252456,727,4,1324033,31,47511512,12228,,1695618,1,
1968,Right On,Right On,Lil Baby,2022-08-04,USUG12200031,3106,24.8,121466936,55063,13549250,58,124159378,927806,25206,5807741,46858425,484729091,34,8558,183,9,464892,9,37852525,12734,,538503,1,
1969,Heyy,Heyy,Lil Baby,2022-10-10,USUG12207229,4039,21.2,66617153,34503,4137767,51,29347420,343023,64508,20731098,139786101,171021132,11,73533,319,3,9039,6,12097086,5503,,393975,1,
1970,California Breeze,It's Only Me,Lil Baby,2022-10-14,USUG12207230,1237,42.6,116994951,45626,8408366,61,152685892,733891,,,,210645964,44,4710,200,5,90714,1,44593072,13300,17609055,671214,1,
1971,Forever (feat. Fridayy),It's Only Me,Lil Baby,2022-10-14,USUG12207233,2906,25.9,101717995,43236,7266342,61,28422099,327967,63,1372,15743,,18,3843,932,3,908794,,96992333,15344,,1196752,1,
1974,MERCHO,MERCHO,LiL CaKe,2022-12-16,ARF102200411,738,56.4,366462735,52345,27129754,67,184622271,842979,1617600,191086404,2944174250,5649989,29,23573,,31,257981,27,,,,769452,0,
1975,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,QMRSZ1800280,2321,29.7,670298052,82446,12953022,65,822191175,6783630,228686,19209732,160522923,258233426,,8248,6,13,45931,22,78879564,196937,,,1,
1976,Earth,Earth,Lil Dicky,2019-04-18,QMRSZ1900492,4152,20.8,211158013,32331,3138494,54,522628926,13614101,492800,61379665,512503154,160837250,5,167,,5,2418,2,4932099,113373,,1007773,1,
1977,3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,2020-07-05,USUM72009132,3294,23.9,354889332,121632,12554800,65,143802247,1597342,32776,14487556,91865926,19727912,53,5126,,7,47181,7,24480728,26981,,881261,1,
1978,Still Trappin' (with King Von),The Voice,Lil Durk,2020-12-24,USUM72024651,2448,28.8,176140377,76081,7784086,61,90527434,1019305,9759,1195071,12014523,35450506,36,10226,36,7,31768,13,27955730,8002,35096727,494233,1,
1979,Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),Lil Durk,2021-12-17,USQX92105926,1758,34.8,344369903,66276,8339705,72,208397689,1732879,45015,10444331,130467912,483357127,21,1354,9,1,6573,18,101260772,56855,,811835,0,
1980,AHHH HA,AHHH HA,Lil Durk,2022-02-22,USQX92200794,4024,21.2,104411097,51535,9471098,54,128163786,1321268,25400,7039088,64467510,262437541,19,6187,320,6,20046,3,14136317,5643,,382012,1,
1981,What Happened To Virgil (feat. Gunna),7220,Lil Durk,2022-11-03,USQX92200954,1179,43.7,144889291,63045,7698742,59,98375891,844144,96486,68284710,515213856,65793712,31,131447,726,3,245510,13,20715332,10912,27110567,1047166,1,
1989,Noticed,Noticed,Lil Mosey,2018-07-20,USUM71809565,3819,21.9,727014998,114135,13562882,65,348078879,3056099,9928,2804253,25640147,49905291,13,192,84,16,43022,1,36207229,61967,,1122407,1,
1990,Blueberry Faygo,Certified Hitmaker,Lil Mosey,2019-08-11,USUM72001714,889,51.2,1295251940,197036,39104125,67,380793694,4733751,1099556,147484414,1065757953,142871159,121,133128,135,40,79824,15,97563481,165056,,2786545,1,
1991,Old Town Road,Old Town Road,Lil Nas X,2019-03-14,USSM11901941,75,170.3,1010494713,127393,18652312,67,3203314695,41487213,5757883,187301054,1981431049,939714925,63,49780,2195,64,397418,100,181784010,2022074,106880548,8856633,0,
1992,Old Town Road - Remix,Old Town Road,Lil Nas X,2019-05-04,USSM11902498,404,76.2,1527106099,186252,34012219,68,11512,171,4203166,55379491,478304071,,263,109745,6,65,1653659,14,114089318,855810,60525149,12855943,0,
1993,Panini,Panini,Lil Nas X,2019-06-20,USSM11903948,1003,47.9,741766886,96241,16599790,62,659070547,10294151,334492,59073681,493209730,229239236,68,46553,504,22,405827,18,132924483,229717,43940834,2409985,0,
1994,HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,USSM12006375,1774,34.6,551719564,101852,11132603,61,298362799,5071208,612523,205216366,1449949822,34528618,85,63905,,29,143928,13,15910741,47587,,1571647,1,
1995,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-24,USSM12100532,2067,31.7,1902241314,7736,1546777,44,577007299,11124112,,,,2455399379,94,16421,,6,3447,1,,,,,0,
1996,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,USSM12100531,238,100.8,1902241314,316054,50751390,70,274582854,3603644,2297386,864049980,7655286423,3417613,310,262285,2026,112,2516760,80,72087250,72155,,10553717,1,
1997,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725,354831,87942438,70,1003346208,16856186,1750366,915814897,9558947943,3191316960,360,245228,925,109,3242122,74,75167268,96430,,12693846,1,
1998,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY - Single,Lil Nas X,2021-07-23,USSM12104540,3182,24.4,2014959725,7808,1446867,48,85254240,910332,,,,1641,56,210716,,,,2,,,,,0,
1999,THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,USSM12105732,248,98,1062095453,165197,75503476,72,194928107,3281325,1174669,331324816,3501946982,3618055498,156,830038,2344,83,2949606,46,54997089,27977,12581843,5957065,1,
2000,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,2022-09-22,USSM12208809,396,76.6,428164381,80340,18339674,68,138760138,1465825,61144,40889470,419346148,99649191,69,469798,534,41,1075897,42,35931504,11075,,5323336,1,
2001,Falling Down - Bonus Track,Falling Down,Lil Peep,2018-09-19,USQX91802294,541,66.1,1156060152,189320,31366549,76,402381959,5703867,71568,19623543,153710600,15276414,31,13034,,13,184670,15,76107776,61292,163972594,3142956,1,
2002,Gucci Gang,Gucci Gang,Lil Pump,2017-08-31,USWB11701486,1189,43.4,648757330,66961,13429975,55,1402505864,15657910,1404568,27119678,243585831,200186337,62,13516,6,20,52013,5,79188658,496624,,2724063,1,
2003,Ransom,Ransom,Lil Tecca,2019-05-22,QZ85M1940160,307,86.8,1355971796,198992,52412236,77,749040183,8156272,501905,79556873,532109309,51588391,99,26259,154,32,958518,25,88012413,229716,162569561,2972685,1,
2004,Did It Again,Did It Again,Lil Tecca,2019-07-24,USUG11902664,1923,33,440181206,87099,9847312,69,109575448,1082713,3157,795005,7112170,96353373,15,148,67,12,14936,,22198717,31643,78581878,391268,1,
2005,REPEAT IT,REPEAT IT,Lil Tecca,2021-06-08,USUM72113370,4467,19.7,176048317,70149,13900314,54,27753856,516329,118,38948,571049,1564606,37,5256,,5,434190,3,3251875,1962,8735720,298734,1,
2006,LOT OF ME,We Love You Tecca 2,Lil Tecca,2021-08-27,USUM72113387,4069,21.1,318061543,75726,14866086,73,44097619,664394,209608,39645243,300555534,3338216,4,99,11,,,9,2366166,13479,,284740,0,
2012,F.N,F.N,Lil Tjay,2019-09-08,USSM11904899,461,71.7,731933924,186835,18420557,70,534384489,4951977,393517,18913500,173278256,7568168,40,1919,51,12,37259,2,39513101,67866,139571395,1966253,1,
2013,Sex Sounds,True 2 Myself,Lil Tjay,2019-11-10,USSM11909049,1495,37.9,413974601,110016,7011141,69,157947172,1678467,1100476,57769616,438050984,5828058,9,159,2,5,49203,,15614924,49563,52862267,2444154,1,
2014,Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-02-04,USSM12101540,1127,44.8,392745531,141221,21996686,67,96203913,1246093,44979,17567842,137477748,54251921,21,1558,3,8,131260,2,10758226,10750,39475086,1432080,1,
2015,Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,2021-03-19,USSM12101091,3502,23,331506695,116321,15413876,65,22151531,381423,24736,13454627,89324319,3032466,38,4038,,7,224129,3,9501580,5239,,363790,1,
2016,Calling My Phone,Calling My Phone,Lil Tjay,2021-12-02,USSM12100388,263,95.7,777064903,213153,29437172,71,482028631,5431785,1378861,181697356,1411545704,326289844,118,147120,117,33,263058,33,105932632,53956,69864802,4012749,1,
2017,In My Head,In My Head,Lil Tjay,2022-01-04,USSM12202421,2804,26.5,237061046,82335,8632456,63,47378172,923407,374,356522,3442700,341463881,13,13487,652,14,94957,18,12629283,6451,,665891,1,
2018,Beat the Odds,Beat the Odds,Lil Tjay,2022-08-26,USSM12207337,3575,22.7,115581471,49847,5823632,60,46251839,946512,19042,11669063,93356963,231265850,16,38261,1424,8,48742,7,8878298,2816,,359642,1,
2019,Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-07-31,USAT21602372,4337,20.2,255776823,52690,9510227,58,135880617,1184950,5158,1815920,13186028,164150,18,146,,4,14862,1,37931370,27805,87817419,487907,1,
2020,XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,2017-03-24,USAT21700684,562,64.2,2123458039,59071,11326598,24,243662429,2597999,12978,2359976,17150790,1106864,210,37617,,21,230295,20,373744739,241816,264706631,5943217,1,
2021,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703440,1855,33.7,2123458039,250221,69341164,77,333716726,2350373,972025,39843516,293246122,9538431,6,185,155,15,13828,,,,,28504,1,
2022,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703429,3505,23,973400151,172881,24951320,74,320288878,2792426,101201,14078490,83669477,26594177,2,487,17,,,1,,,,,1,
2023,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,USAT21704166,2830,26.3,1006734157,224587,27766092,77,106339744,850717,43585,19855293,144628943,,19,911,4,5,15053,2,26931509,31699,,2385566,1,
2024,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,USAT22219211,318,85.8,665519026,152193,67322941,68,187947945,2379515,1016531,606205784,5516142056,169512700,73,4066,5729,20,707505,93,30928677,53530,,3245670,1,
2029,How To Love,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,USCM51100147,4130,20.9,302419750,54906,12043337,61,369321004,2498223,61167,5309565,64070340,36077730,25,10909,7,7,32140,9,516218858,1208821,,2070955,0,
2030,Mirror,Tha Carter IV (Japan Version),Lil Wayne,2011-01-01,USCM51100327,4433,19.8,531877344,113502,16875314,69,887185779,5742922,240175,59853712,478863160,159410617,21,26,4,10,249253,8,260350267,311020,,3832905,1,
2031,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Look At Me Now,Lil Wayne,2011-01-02,USJI11100017,3188,24.4,420074095,84668,21613334,65,571911363,3726047,247846,61579479,634498093,156730455,37,18186,,15,217652,17,531145697,1158658,,5041927,1,
2032,Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,2013-01-01,USCM51300136,3317,23.8,773746724,52272,8515549,27,121852617,1286777,61790,18974621,123125094,3396,20,,,,,1,1199048660,714440,,,1,
2033,Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,2022-01-14,USUG12106458,1079,46,24285898,8422,1181602,54,9750600,41196,917,97854,1029336,2034,1,104,,1,23919,,16796873,965499,,211234,1,
2034,Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,2018-10-19,USUG11801956,4176,20.7,296469547,71250,11753515,62,39687605,346501,2084,345341,2575024,6328,10,808,,2,1406,,17918824,20468,54722837,340817,1,
